brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_displacement,engine_cylinders,vehicle_age,price_per_mile,mileage_per_year,is_luxury_brand,has_accident,is_ev_or_hybrid,age_mileage_score
Ford,Utility Police Interceptor Base,2013,105000.0,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,6600.0,3.7,6.0,11,0.0629,8750.0,0,1,0,1.155
Audi,A5 2.0T Premium,2011,92203.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Red,Beige,None Reported,Yes,9995.0,2.0,4.0,13,0.1084,6586.0,1,0,0,1.1986
Nissan,Gt-R Premium,2010,15600.0,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Black,None Reported,Yes,69500.0,3.8,6.0,14,4.4548,1040.0,0,0,0,0.2184
Land,Rover Range Rover Sport 3.0L Supercharged Hse,2018,104700.0,Gasoline,V6,Automatic,Fuji White,Ivory / Ebony,At Least 1 Accident Or Damage Reported,Unknown,30775.0,,,6,0.2939,14957.0,0,1,0,0.6282
Toyota,Corolla Le,2010,72348.0,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At Least 1 Accident Or Damage Reported,Yes,9995.0,1.8,4.0,14,0.1381,4823.0,0,1,0,1.0129
Rivian,R1S Adventure Package,2023,2500.0,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Green,White,None Reported,Yes,94000.0,,,1,37.585,1250.0,0,0,0,0.0025
Mercedes-Benz,C-Class C300 4Matic,2022,13177.0,Gasoline,2.0 Liter Turbo,Automatic,White,Silk Beige/Black,None Reported,Unknown,44798.0,,,2,3.3995,4392.0,1,0,0,0.0264
Porsche,Cayenne E-Hybrid S,2016,96000.0,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Transmission W/Dual Shift Mode,White,Red,At Least 1 Accident Or Damage Reported,Yes,23000.0,3.0,6.0,8,0.2396,10667.0,1,1,1,0.768
Chevrolet,Express 1500 Work Van,2011,93009.0,E85 Flex Fuel,5.3L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,Summit White,Medium Pewter,None Reported,Yes,22495.0,5.3,,13,0.2419,6644.0,0,0,0,1.2091
Infiniti,Q70H Base,2016,52750.0,Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,28998.0,3.5,6.0,8,0.5497,5861.0,0,1,1,0.422
Audi,A7 Premium Plus,2020,25361.0,Hybrid,3.0 Liter Turbo,Automatic,Typhoon Gray,Black,None Reported,Unknown,49998.0,,,4,1.9714,5072.0,1,0,1,0.1014
Audi,Q7 3.0T Premium Plus,2015,98527.0,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,Unknown,Unknown,9995.0,3.0,6.0,9,0.1014,9853.0,1,0,0,0.8867
Lucid,Air Pure,2023,1300.0,Gasoline,620.0HP Electric Motor Electric Fuel System,A/T,Black,Gray,Unknown,Unknown,86900.0,,,1,66.7948,650.0,0,0,0,0.0013
Chrysler,Pacifica Touring,2017,87305.0,–,–,9-Speed A/T,Silver,Black,None Reported,Yes,9000.0,,,7,0.1031,10913.0,0,0,0,0.6111
Audi,Tts 2.0T Premium Plus,2012,72922.0,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,Unknown,Unknown,25999.0,2.0,4.0,12,0.3565,5609.0,1,0,0,0.8751
Bmw,650 Gran Coupe I Xdrive,2015,41000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None Reported,Yes,30000.0,4.4,8.0,9,0.7317,4100.0,1,0,0,0.369
Subaru,Forester Premium,2021,42125.0,Gasoline,2.5L H4 16V GDI DOHC,Automatic Cvt,Crystal Black Silica,Black,None Reported,Yes,27899.0,2.5,,3,0.6623,10531.0,0,0,0,0.1264
Mercedes-Benz,Amg C Amg C 63,2016,62000.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Black,None Reported,Yes,40000.0,4.0,8.0,8,0.6452,6889.0,1,0,0,0.496
Land,Rover Lr3 Hse,2006,153843.0,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At Least 1 Accident Or Damage Reported,Yes,9950.0,4.4,8.0,18,0.0647,8097.0,0,1,0,2.7692
Bmw,X7 Xdrive40I,2019,35248.0,Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None Reported,Unknown,53998.0,,,5,1.5319,5875.0,1,0,0,0.1762
Ford,Transit Connect Xlt,2015,194454.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None Reported,Yes,9888.0,2.5,4.0,9,0.0508,19445.0,0,0,0,1.7501
Lexus,Lx 570 Three-Row,2021,21000.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Black,None Reported,Yes,89999.0,5.7,8.0,3,4.2855,5250.0,1,0,0,0.063
Porsche,911 Carrera S,2013,18494.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,Unknown,Unknown,86900.0,3.8,6.0,11,4.6986,1541.0,1,0,0,0.2034
Dodge,Ram 2500 Laramie Quad Cab,2006,218000.0,Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None Reported,Yes,12990.0,5.7,8.0,18,0.0596,11474.0,0,0,0,3.924
Nissan,Armada Sl,2021,67800.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,36500.0,5.6,8.0,3,0.5383,16950.0,0,1,0,0.2034
Porsche,Cayman Base,2014,79000.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Red,Black,At Least 1 Accident Or Damage Reported,Yes,42999.0,2.7,6.0,10,0.5443,7182.0,1,1,0,0.79
Mercedes-Benz,Gle 450 Gle 450,2022,24906.0,Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,None Reported,Unknown,63998.0,,,2,2.5695,8302.0,1,0,1,0.0498
Chevrolet,Monte Carlo Ss,2006,66840.0,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At Least 1 Accident Or Damage Reported,Yes,12000.0,5.3,8.0,18,0.1795,3518.0,0,1,0,1.2031
Bmw,M5 Base,2013,86000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Blue,White,None Reported,Yes,32000.0,4.4,8.0,11,0.3721,7167.0,1,0,0,0.946
Hyundai,Kona N Base,2023,654.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic With Auto-Shift,Ultra Black,Black,None Reported,Yes,34599.0,2.0,,1,52.8229,327.0,0,0,0,0.0007
Chevrolet,Monte Carlo Ss,2005,75000.0,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None Reported,Yes,12500.0,3.8,6.0,19,0.1667,3750.0,0,0,0,1.425
Land,Rover Range Rover Evoque Pure,2015,84000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,At Least 1 Accident Or Damage Reported,Yes,22800.0,2.0,4.0,9,0.2714,8400.0,0,1,0,0.756
Audi,S7 4.0T Premium Plus,2017,52500.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Gray,None Reported,Yes,39999.0,4.0,8.0,7,0.7619,6562.0,1,0,0,0.3675
Gmc,Acadia Slt-1,2011,120000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None Reported,Yes,7500.0,3.6,6.0,13,0.0625,8571.0,0,0,0,1.56
Alfa,Romeo Stelvio Ti Sport,2020,18665.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Lunare White Metallic,Ice,None Reported,Yes,35645.0,2.0,,4,1.9096,3733.0,0,0,0,0.0747
Ferrari,Ff Base,2016,19987.0,Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None Reported,Yes,149900.0,6.3,12.0,8,7.4995,2221.0,0,0,0,0.1599
Kia,K900 5.0L,2017,36486.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At Least 1 Accident Or Damage Reported,Yes,23950.0,5.0,8.0,7,0.6564,4561.0,0,1,0,0.2554
Ford,E150 Xlt,2013,162100.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Black,Gray,None Reported,Yes,12500.0,5.4,8.0,11,0.0771,13508.0,0,0,0,1.7831
Tesla,Model 3 Performance,2022,13079.0,Gasoline,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,None Reported,Yes,47000.0,,,2,3.5933,4360.0,0,0,0,0.0262
Toyota,4Runner Sr5,2022,28377.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Silver,Gray,None Reported,Unknown,36999.0,4.0,,2,1.3038,9459.0,0,0,0,0.0568
Subaru,Forester Base,2020,32744.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Cvt Transmission,Black,Gray,None Reported,Yes,24000.0,2.5,4.0,4,0.7329,6549.0,0,0,0,0.131
Porsche,Panamera 2,2012,54000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At Least 1 Accident Or Damage Reported,Yes,26000.0,3.6,6.0,12,0.4815,4154.0,1,1,0,0.648
Toyota,Tacoma Prerunner,2008,202055.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At Least 1 Accident Or Damage Reported,Yes,8500.0,4.0,6.0,16,0.0421,11886.0,0,1,0,3.2329
Ram,2500 Laramie,2019,65000.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None Reported,Yes,65000.0,6.7,6.0,5,1.0,10833.0,0,0,0,0.325
Kia,Sportage Nightfall,2022,9686.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None Reported,Yes,30990.0,2.4,,2,3.1991,3229.0,0,0,0,0.0194
Cadillac,Dts Base,2010,49620.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None Reported,Yes,10499.0,4.6,8.0,14,0.2116,3308.0,1,0,0,0.6947
Toyota,Land Cruiser Base,1997,213000.0,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None Reported,Yes,26500.0,4.5,6.0,27,0.1244,7607.0,0,0,0,5.751
Nissan,Gt-R Premium,2020,16010.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None Reported,Yes,114000.0,3.8,6.0,4,7.1201,3202.0,0,0,0,0.064
Lexus,Nx 350 F Sport Handling,2023,820.0,Gasoline,2.4 Liter,8-Speed At,Black,Black,None Reported,Unknown,51998.0,,,1,63.335,410.0,1,0,0,0.0008
Audi,Q7 45 Premium Plus,2021,68000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None Reported,Yes,36499.0,2.0,4.0,3,0.5367,17000.0,1,0,0,0.204
Lexus,Lx 470 Base,1999,82000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None Reported,Yes,25000.0,4.7,8.0,25,0.3049,3154.0,1,0,0,2.05
Gmc,Terrain Sle,2022,27352.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None Reported,Unknown,27785.0,1.5,,2,1.0158,9117.0,0,0,0,0.0547
Ford,Escape Limited,2012,129000.0,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At Least 1 Accident Or Damage Reported,Yes,7000.0,2.5,4.0,12,0.0543,9923.0,0,1,0,1.548
Lexus,Ls 460 L,2014,106731.0,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At Least 1 Accident Or Damage Reported,Yes,30000.0,4.6,8.0,10,0.2811,9703.0,1,1,0,1.0673
Ford,Expedition Platinum,2019,34672.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,None Reported,Yes,45500.0,3.5,6.0,5,1.3123,5779.0,0,0,0,0.1734
Chevrolet,Malibu Ltz,2010,55900.0,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Beige,Beige,None Reported,Yes,8950.0,3.6,6.0,14,0.1601,3727.0,0,0,0,0.7826
Audi,Rs 7 4.0T Quattro,2023,3158.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None Reported,Unknown,128900.0,4.0,,1,40.8041,1579.0,1,0,0,0.0032
Audi,A5 2.0T Premium Plus,2015,82000.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None Reported,Yes,17000.0,2.0,4.0,9,0.2073,8200.0,1,0,0,0.738
Genesis,G70 2.0T,2023,4785.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None Reported,Yes,42850.0,2.0,,1,8.9532,2392.0,1,0,0,0.0048
Chevrolet,Trailblazer Ls,2021,20497.0,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None Reported,Unknown,22999.0,1.3,,3,1.122,5124.0,0,0,0,0.0615
Scion,Tc Base,2013,177600.0,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,7100.0,2.5,4.0,11,0.04,14800.0,0,1,0,1.9536
Lincoln,Mkz Hybrid Base,2014,78568.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None Reported,Yes,15500.0,2.0,4.0,10,0.1973,7143.0,1,0,1,0.7857
Ford,Transit-350 Xl,2018,95000.0,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None Reported,Yes,43000.0,3.7,6.0,6,0.4526,13571.0,0,0,0,0.57
Ford,Explorer Timberline,2021,25240.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At Least 1 Accident Or Damage Reported,Unknown,39951.0,2.3,,3,1.5828,6310.0,0,1,0,0.0757
Volvo,Xc90 3.2,2011,88300.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At Least 1 Accident Or Damage Reported,Yes,11500.0,3.2,6.0,13,0.1302,6307.0,0,1,0,1.1479
Chevrolet,Avalanche Ltz,2013,98000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,27499.0,5.3,8.0,11,0.2806,8167.0,0,1,0,1.078
Audi,Tt Rs 2.5T,2018,20675.0,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Gray,None Reported,Yes,76000.0,2.5,5.0,6,3.6758,2954.0,1,0,0,0.124
Lincoln,Navigator L,2008,95000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None Reported,Yes,10900.0,5.4,8.0,16,0.1147,5588.0,1,0,0,1.52
Hyundai,Elantra Gls,2010,107000.0,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,At Least 1 Accident Or Damage Reported,Yes,6250.0,2.0,4.0,14,0.0584,7133.0,0,1,0,1.498
Audi,Sq5 3.0T Premium Plus,2016,60000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Black,At Least 1 Accident Or Damage Reported,Yes,24700.0,3.0,6.0,8,0.4117,6667.0,1,1,0,0.48
Mitsubishi,Lancer Evolution Gsr,2012,33000.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None Reported,Yes,34999.0,2.0,4.0,12,1.0605,2538.0,0,0,0,0.396
Tesla,Model Y Performance,2023,500.0,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None Reported,Yes,60000.0,,,1,119.7605,250.0,0,0,0,0.0005
Mercedes-Benz,Maybach S S 600,2016,108500.0,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None Reported,Yes,63500.0,6.0,12.0,8,0.5852,12056.0,1,0,0,0.868
Nissan,Gt-R Premium,2017,37800.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Orange,Orange,None Reported,Yes,149500.0,3.8,6.0,7,3.9549,4725.0,0,0,0,0.2646
Mercedes-Benz,Gls 550 Base 4Matic,2018,74422.0,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None Reported,Unknown,44798.0,,,6,0.6019,10632.0,1,0,0,0.4465
Chevrolet,Blazer Premier,2019,55621.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None Reported,Unknown,34562.0,3.6,,5,0.6214,9270.0,0,0,0,0.2781
Mazda,Cx-9 Grand Touring,2021,46707.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At Least 1 Accident Or Damage Reported,Yes,32541.0,2.5,,3,0.6967,11677.0,0,1,0,0.1401
Ford,Expedition Max Limited,2022,26500.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None Reported,Yes,65900.0,3.5,6.0,2,2.4867,8833.0,0,0,0,0.053
Nissan,Titan Xd Sv,2020,10001.0,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None Reported,Yes,47214.0,5.6,,4,4.7205,2000.0,0,0,0,0.04
Lexus,Lx 570 Three-Row,2019,19050.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None Reported,Yes,76900.0,5.7,8.0,5,4.0365,3175.0,1,0,0,0.0952
Chevrolet,Traverse Premier,2020,52000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None Reported,Yes,35800.0,3.6,6.0,4,0.6884,10400.0,0,0,0,0.208
Mercedes-Benz,Sprinter High Roof,2014,65000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,54999.0,3.0,6.0,10,0.8461,5909.0,1,1,0,0.65
Bmw,X5 3.0I,2004,140000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Beige,None Reported,Yes,6730.0,3.0,6.0,20,0.0481,6667.0,1,0,0,2.8
Ford,Fusion Se,2018,75600.0,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At Least 1 Accident Or Damage Reported,Yes,14950.0,1.5,4.0,6,0.1977,10800.0,0,1,0,0.4536
Lincoln,Mkz Base,2015,117292.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None Reported,Yes,12000.0,2.0,4.0,9,0.1023,11729.0,1,0,0,1.0556
Genesis,G90 5.0 Ultimate,2017,26000.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Beige,None Reported,Yes,33600.0,5.0,8.0,7,1.2923,3250.0,1,0,0,0.182
Lexus,Lc 500 Base,2022,2071.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None Reported,Unknown,99950.0,5.0,,2,48.2384,690.0,1,0,0,0.0041
Ford,Shelby Gt500 Base,2014,15629.0,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None Reported,Unknown,61900.0,5.8,,10,3.9603,1421.0,0,0,0,0.1563
Saturn,Sky Base,2008,15020.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None Reported,Yes,18500.0,2.4,4.0,16,1.2316,884.0,0,0,0,0.2403
Audi,Rs Q8 4.0T Quattro,2022,11322.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None Reported,Unknown,119900.0,4.0,,2,10.5891,3774.0,1,0,0,0.0226
Toyota,Land Cruiser,2016,50361.0,Gasoline,5.7 Liter,Automatic,Silver,Black,None Reported,Unknown,65998.0,,,8,1.3105,5596.0,0,0,0,0.4029
Mercedes-Benz,Sl-Class Sl 550,2013,115000.0,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Black,At Least 1 Accident Or Damage Reported,Yes,36000.0,4.6,8.0,11,0.313,9583.0,1,1,0,1.265
Porsche,911 Carrera C2S,2005,28500.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None Reported,Yes,63500.0,3.8,6.0,19,2.228,1425.0,1,0,0,0.5415
Mercedes-Benz,Amg Gla 45 Base 4Matic,2018,51700.0,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Black,None Reported,Yes,32000.0,2.0,4.0,6,0.6189,7386.0,1,0,0,0.3102
Ford,Taurus X Limited,2008,148949.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None Reported,Yes,3900.0,3.5,6.0,16,0.0262,8762.0,0,0,0,2.3832
Bmw,440 Gran Coupe I,2018,39300.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At Least 1 Accident Or Damage Reported,Yes,31750.0,3.0,6.0,6,0.8079,5614.0,1,1,0,0.2358
Honda,S2000 Cr,2008,82323.0,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None Reported,Yes,28500.0,2.2,4.0,16,0.3462,4843.0,0,0,0,1.3172
Acura,Integra W/A-Spec Tech Package,2023,3574.0,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None Reported,Unknown,34998.0,,,1,9.7897,1787.0,0,0,0,0.0036
Ford,Excursion Limited,2001,109357.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None Reported,Yes,12749.0,6.8,10.0,23,0.1166,4557.0,0,0,0,2.5152
Mercedes-Benz,Sl-Class Sl500 Roadster,2004,46000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None Reported,Yes,18853.0,5.0,8.0,20,0.4098,2190.0,1,0,0,0.92
Mercedes-Benz,Cls-Class Cls 550,2007,123112.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,104999.0,5.5,8.0,17,0.8529,6840.0,1,1,0,2.0929
Infiniti,G35 Sport,2007,37100.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None Reported,Yes,16900.0,3.5,6.0,17,0.4555,2061.0,0,0,0,0.6307
Volkswagen,Golf Gti 2.0T S 4-Door,2016,89000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None Reported,Yes,14500.0,2.0,4.0,8,0.1629,9889.0,0,0,0,0.712
Dodge,Challenger R/T Scat Pack,2022,1240.0,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None Reported,Unknown,53900.0,6.4,,2,43.4327,413.0,0,0,0,0.0025
Lincoln,Navigator L Reserve,2019,67073.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,47999.0,3.5,6.0,5,0.7156,11179.0,1,1,0,0.3354
Maserati,Ghibli S Q4,2015,28700.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,Unknown,Unknown,24900.0,3.0,6.0,9,0.8676,2870.0,0,0,0,0.2583
Tesla,Model X Base,2023,8200.0,Gasoline,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None Reported,Yes,93999.0,,,1,11.4619,4100.0,0,0,0,0.0082
Mercedes-Benz,Amg G 63 Base,2018,41000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Black,None Reported,Yes,108900.0,5.5,8.0,6,2.656,5857.0,1,0,0,0.246
Ford,Expedition Limited,2018,98995.0,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None Reported,Unknown,34998.0,,,6,0.3535,14142.0,0,0,0,0.594
Volkswagen,Routan Se,2012,123815.0,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None Reported,Yes,5000.0,3.6,6.0,12,0.0404,9524.0,0,0,0,1.4858
Toyota,Highlander Xle,2020,61341.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At Least 1 Accident Or Damage Reported,Unknown,34084.0,3.5,,4,0.5556,12268.0,0,1,0,0.2454
Honda,Civic Lx,2016,96473.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic Cvt,Black,Black,None Reported,Unknown,15599.0,2.0,,8,0.1617,10719.0,0,0,0,0.7718
Jeep,Wrangler Unlimited Sahara,2017,66107.0,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None Reported,Unknown,31331.0,3.6,,7,0.4739,8263.0,0,0,0,0.4627
Land,Rover Range Rover Supercharged,2008,114287.0,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None Reported,Yes,9900.0,4.2,8.0,16,0.0866,6723.0,0,0,0,1.8286
Acura,Ilx 2.0L W/Premium Package,2015,75000.0,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,None Reported,Yes,14500.0,2.0,4.0,9,0.1933,7500.0,0,0,0,0.675
